Source-CPFAnchor-ID	SNAC-CPFAnchor-ID	Role	ArcRole	Source-CPFTarget-ID	SNAC-CPFTarget-ID
nypl2019.24846.r003		person	associatedWith	nypl2019.24846.c01	
nypl2019.24846.r004		person	associatedWith	nypl2019.24846.c01	
nypl2019.24846.r005		person	associatedWith	nypl2019.24846.c01	
nypl2019.24846.r006		person	associatedWith	nypl2019.24846.c01	
nypl2019.24846.r007		person	associatedWith	nypl2019.24846.c01	
nypl2019.24846.r008		person	associatedWith	nypl2019.24846.c01	
nypl2019.24846.r009		person	associatedWith	nypl2019.24846.c01	
nypl2019.24885.c01		person	associatedWith	nypl2019.24885.r001	
nypl2019.24885.r001		person	associatedWith	nypl2019.24885.c01	
nypl2019.24891.c01		person	associatedWith	nypl2019.24891.r001	
nypl2019.24891.c01		person	associatedWith	nypl2019.24891.r002	
nypl2019.24891.c01		person	associatedWith	nypl2019.24891.r003	
nypl2019.24891.c01		person	associatedWith	nypl2019.24891.r004	
nypl2019.24891.r001		person	associatedWith	nypl2019.24891.c01	
nypl2019.24891.r002		person	associatedWith	nypl2019.24891.c01	
nypl2019.24891.r003		person	associatedWith	nypl2019.24891.c01	
nypl2019.24891.r004		person	associatedWith	nypl2019.24891.c01	
nypl2019.24887.c01		person	correspondedWith	nypl2019.24887.r001	
nypl2019.24887.c01		person	correspondedWith	nypl2019.24887.r002	
nypl2019.24887.r001		person	correspondedWith	nypl2019.24887.c01	
nypl2019.24887.r002		person	correspondedWith	nypl2019.24887.c01	
nypl2019.24893.c01		person	associatedWith	nypl2019.24893.r001	
nypl2019.24893.c01		person	associatedWith	nypl2019.24893.r002	
nypl2019.24893.c01		corporateBody	associatedWith	nypl2019.24893.r003	
nypl2019.24893.r001		person	associatedWith	nypl2019.24893.c01	
nypl2019.24893.r002		person	associatedWith	nypl2019.24893.c01	
nypl2019.24893.r003		person	associatedWith	nypl2019.24893.c01	
nypl2019.25596.c01		corporateBody	associatedWith	nypl2019.25596.r001	
nypl2019.25596.r001		person	associatedWith	nypl2019.25596.c01	
nypl2019.24676.c01		person	associatedWith	nypl2019.24676.r001	
nypl2019.24676.c01		person	associatedWith	nypl2019.24676.r002	
nypl2019.24676.c01		corporateBody	associatedWith	nypl2019.24676.r003	
nypl2019.24676.c01		corporateBody	associatedWith	nypl2019.24676.r004	
nypl2019.24676.r001		person	associatedWith	nypl2019.24676.c01	
nypl2019.24676.r002		person	associatedWith	nypl2019.24676.c01	
nypl2019.24676.r003		person	associatedWith	nypl2019.24676.c01	
nypl2019.24676.r004		person	associatedWith	nypl2019.24676.c01	
nypl2019.24892.c01		person	associatedWith	nypl2019.24892.r001	
nypl2019.24892.c01		corporateBody	associatedWith	nypl2019.24892.r002	
nypl2019.24892.r001		person	associatedWith	nypl2019.24892.c01	
nypl2019.24892.r002		person	associatedWith	nypl2019.24892.c01	
nypl2019.24886.c01		person	associatedWith	nypl2019.24886.r001	
nypl2019.24886.c01		person	associatedWith	nypl2019.24886.r002	
nypl2019.24886.c01		person	associatedWith	nypl2019.24886.r003	
nypl2019.24886.c01		person	associatedWith	nypl2019.24886.r004	
nypl2019.24886.c01		person	associatedWith	nypl2019.24886.r005	
nypl2019.24886.c01		person	associatedWith	nypl2019.24886.r006	
nypl2019.24886.c01		person	associatedWith	nypl2019.24886.r007	
nypl2019.24886.c01		person	associatedWith	nypl2019.24886.r008	
nypl2019.24886.c01		person	associatedWith	nypl2019.24886.r009	
nypl2019.24886.r001		person	associatedWith	nypl2019.24886.c01	
nypl2019.24886.r002		person	associatedWith	nypl2019.24886.c01	
nypl2019.24886.r003		person	associatedWith	nypl2019.24886.c01	
nypl2019.24886.r004		person	associatedWith	nypl2019.24886.c01	
nypl2019.24886.r005		person	associatedWith	nypl2019.24886.c01	
nypl2019.24886.r006		person	associatedWith	nypl2019.24886.c01	
nypl2019.24886.r007		person	associatedWith	nypl2019.24886.c01	
nypl2019.24886.r008		person	associatedWith	nypl2019.24886.c01	
nypl2019.24886.r009		person	associatedWith	nypl2019.24886.c01	
nypl2019.24672.c01		person	correspondedWith	nypl2019.24672.r001	
nypl2019.24672.c01		person	correspondedWith	nypl2019.24672.r002	
nypl2019.24672.c01		person	correspondedWith	nypl2019.24672.r003	
nypl2019.24672.c01		person	correspondedWith	nypl2019.24672.r004	
nypl2019.24672.c01		person	correspondedWith	nypl2019.24672.r005	
nypl2019.24672.c01		corporateBody	associatedWith	nypl2019.24672.r006	
nypl2019.24672.c01		corporateBody	associatedWith	nypl2019.24672.r007	
nypl2019.24672.c01		corporateBody	associatedWith	nypl2019.24672.r008	
nypl2019.24672.r001		person	correspondedWith	nypl2019.24672.c01	
nypl2019.24672.r002		person	correspondedWith	nypl2019.24672.c01	
nypl2019.24672.r003		person	correspondedWith	nypl2019.24672.c01	
nypl2019.24672.r004		person	correspondedWith	nypl2019.24672.c01	
nypl2019.24672.r005		person	correspondedWith	nypl2019.24672.c01	
nypl2019.24672.r006		person	associatedWith	nypl2019.24672.c01	
nypl2019.24672.r007		person	associatedWith	nypl2019.24672.c01	
nypl2019.24672.r008		person	associatedWith	nypl2019.24672.c01	
nypl2019.24894.c01		person	associatedWith	nypl2019.24894.r001	
nypl2019.24894.c01		person	associatedWith	nypl2019.24894.r002	
nypl2019.24894.c01		person	associatedWith	nypl2019.24894.r003	
nypl2019.24894.r001		person	associatedWith	nypl2019.24894.c01	
nypl2019.24894.r002		person	associatedWith	nypl2019.24894.c01	
nypl2019.24894.r003		person	associatedWith	nypl2019.24894.c01	
nypl2019.21318.c01		person	associatedWith	nypl2019.21318.r001	
nypl2019.21318.c01		person	associatedWith	nypl2019.21318.r002	
nypl2019.21318.c01		person	associatedWith	nypl2019.21318.r003	
nypl2019.21318.c01		person	associatedWith	nypl2019.21318.r004	
nypl2019.21318.r001		person	associatedWith	nypl2019.21318.c01	
nypl2019.21318.r002		person	associatedWith	nypl2019.21318.c01	
nypl2019.21318.r003		person	associatedWith	nypl2019.21318.c01	
nypl2019.21318.r004		person	associatedWith	nypl2019.21318.c01	
nypl2019.24923.c01		person	associatedWith	nypl2019.24923.r001	
nypl2019.24923.c01		person	associatedWith	nypl2019.24923.r002	
nypl2019.24923.c01		corporateBody	associatedWith	nypl2019.24923.r003	
nypl2019.24923.r001		person	associatedWith	nypl2019.24923.c01	
nypl2019.24923.r002		person	associatedWith	nypl2019.24923.c01	
nypl2019.24923.r003		person	associatedWith	nypl2019.24923.c01	
